text,first_frame,avg_confidence
[32.[7] arschbert (Oriarirja): R 0s,3870,0.4714839447834954
[32.|7] arschbert (Oriarria): R Os,3870,0.5705757875075204
[32.2I] Starlight Popp] (Illaoi): kled perfect counter ch,3870,0.5798727438834254
[32.26] arschbert PitJS (Oriariria): shaco,3870,0.32158962534442026
[32.29] arschbert PTIS (Oriarrla) go into all of them,3870,0.2757778695370925
[32.36] Starlighc Poppy (Ilhaoi) is onj the way,3870,0.7070477283476322
[32.37] Shaco eats Ashe (Sfaco) signals Skinte (Thre,3870,0.5957781616411111
Skie,3900,0.3696829378604889
[32:|7] arschbert (Orianna): R - IOs 13 W,3900,0.45332246200181564
[32.26] arschbert PHIS (Orianna): shaco,3900,0.49122903043762994
[32.29] arschbert PiIS (Orianra): go into all of thern,3900,0.33746925976995046
[32.36] Starlight Poppy (Illaoi) is on the wa,3900,0.7191469432502163
[32.37] Stlaco eats Fshe (Sfuco) sigrals Slante:,3900,0.13194404222321615
[32.39] arschbert PJS (Oriariria): 'fien 1 gve u ball,3900,0.2766758436460591
[32.42] Scarlight Popp] (Illaoi) haz tarzecad eun,3900,0.5183182264286652
327,3900,0.38012836396602806
[32.26] arschbert PuS (Orianna): shaco,3930,0.7053065831030814
[32.29] arschbert PuS (Orianna): go into all of them,3930,0.6228770835883004
[32.36] Starlight Poppy (Illaoi) is on the way,3930,0.7989472454622595
[32.37] Shaco eats Ashe (Shaco) signals Skinte (Thre,3930,0.9684673282502381
[32.39] arschbert PuS (Orianna): when give u ball,3930,0.8349072330003522
[32.42] Starlight Poppy (Illaoi) has targeted Char34,3930,0.957857685866817
[32.56] arschbert (Orianna) has slain Brad PItta (Velll,3930,0.4962978980013543
[33.01] arschbert (Orianna) has slain Char34 (Karma,3930,0.7788535716174855
30C,3930,0.5367562939086157
[33:/0] Shaco eats Ashe (Shaco) 'fias 'targered cfie Irihi,3960,0.4277061288109684
[33.[2] KrowNNN (Draven) has shutdowr Rutho (K,3960,0.6307361445772479
bountyl (Tearri Gold; 450G),3960,0.5457037531494753
[33:[ 3] Shaco eats Ashe (Shaco) is asking for assistanc,3960,0.5839486368361408
[33:[3] Shaco eats Ashe (Shaco) is asking for assistan,3960,0.6863379911891111
[33:[4] Shaco eats Ashe (Shaco) fuls targeted che Inhi,3960,0.5715217757575268
[33.[4] [All] Rustio (Kled): Gg,3960,0.29297593249311676
[33.14] Ally ceam has scored an acel ,3960,0.48420799455448776
3OC,3960,0.4741831619298313
85,3960,0.9999995785315409
bourityl (Tear Gold: 4506),3990,0.42778691021020776
[33:|3] Shaco eats Ashie (Shaco) is asking for assistanc,3990,0.6899946931165127
[33:/3] Shaco eats Ashe (Shiaco) is asking for assistan,3990,0.4462545993620558
[33:[4] Shaco eats Ashe (Shaco) has targeced the Inhi,3990,0.49995373461665965
[33.14] [All] Rutho (Kled): Gg,3990,0.5245839030359445
[33.14] Ally tea] Hias scored af] acel,3990,0.24947118994911663
[33.27] Shaco eats Asfe (Shaco) is on the way,3990,0.763135793861475
[33.31] Starlight  Poppy (Illaoi) is asking for assistance,3990,0.7166622782792463
[33.27] Shaco eats Ashe (Shaco) is on the way,4020,0.6857828713162917
[33.3 1] Starlight Poppy (Illaoi) is asking for assistance,4020,0.6851449440180635
[33.43] Shaco eats Ashe (Shaco) has targeted Nerha,4020,0.7292991157440887
[33.49] [All] arschbert PHlS (Orianna): gg,4020,0.38347552053091816
[33.50] Inting  Baguette (Xayah) has shutdown Krowl,4020,0.7139552679272169
their bountyl (Team Gold: 300G),4020,0.8007509836866813
[33.52] [All] Brad Ptta JRF[ (VelKoz): ggwp,4020,0.6177521120115865
[33.53] [All] KrowNNN (Draven): REPORT KELD,4020,0.9343242526608051
